Student_ID,Name,Department,Semester,Gender,Distance_KM,Overall_Attendance_Percentage,Trend,Num_Subjects
STU03646,Neha Kapoor,Mechanical,4,Female,12.7,93.02,improving,4
STU03647,Kabir Reddy,Computer Science,8,Male,33.0,65.81,improving,5
STU03648,Kavya Menon,Mechanical,5,Female,18.4,57.73,stable,4
STU03649,Kabir Nair,Mechanical,6,Male,14.1,70.13,stable,4
STU03650,Riya Chatterjee,Civil,6,Female,6.3,84.35,declining,5
STU03651,Aryan Gupta,Mechanical,3,Male,12.9,65.33,improving,4
STU03652,Nisha Nair,Electronics,7,Female,3.5,90.48,improving,4
STU03653,Radhika Gupta,Electronics,1,Female,8.5,81.26,declining,4
STU03654,Karthik Nair,Electronics,5,Male,9.7,86.47,stable,5
STU03655,Shreya Reddy,Information Technology,5,Female,4.7,43.77,stable,4
STU03656,Dev Verma,Electrical,3,Male,16.2,93.57,declining,5
STU03657,Karthik Iyer,Civil,1,Male,5.3,82.71,stable,5
STU03658,Yash Menon,Electronics,8,Male,19.2,77.16,stable,5
STU03659,Rahul Pillai,Computer Science,5,Male,9.1,94.26,declining,5
STU03660,Tanya Sharma,Electronics,4,Female,5.0,59.37,stable,4
STU03661,Kavya Nair,Mechanical,1,Female,6.9,87.16,stable,4
STU03662,Radhika Pillai,Civil,6,Female,13.8,67.46,declining,4
STU03663,Sai Pillai,Mechanical,6,Male,16.1,61.63,improving,5
STU03664,Arjun Patel,Computer Science,4,Male,18.3,63.56,declining,5
STU03665,Riya Nair,Mechanical,8,Female,21.9,66.27,improving,4
STU03666,Isha Menon,Mechanical,2,Female,30.6,59.4,declining,4
STU03667,Meera Nair,Electrical,6,Female,12.0,70.26,stable,5
STU03668,Meera Iyer,Electrical,7,Female,28.8,47.19,declining,4
STU03669,Nisha Menon,Electrical,8,Female,10.2,57.78,declining,5
STU03670,Diya Singh,Computer Science,6,Female,23.0,76.28,stable,5
STU03671,Yash Reddy,Mechanical,7,Male,17.0,77.12,declining,4
STU03672,Dev Singh,Computer Science,4,Male,27.9,81.83,stable,4
STU03673,Varun Gupta,Civil,5,Male,7.8,93.55,improving,4
STU03674,Aarav Reddy,Computer Science,3,Male,14.8,68.23,stable,4
STU03675,Yash Kapoor,Electronics,7,Male,3.9,82.83,improving,5
STU03676,Shreya Pillai,Electronics,3,Female,4.3,59.64,improving,4
STU03677,Meera Reddy,Mechanical,2,Female,1.6,70.57,declining,5
STU03678,Radhika Singh,Civil,5,Female,10.5,76.79,improving,4
STU03679,Kabir Gupta,Electronics,7,Male,20.2,85.74,stable,4
STU03680,Radhika Sharma,Information Technology,2,Female,6.3,60.9,improving,5
STU03681,Aarav Joshi,Civil,1,Male,7.4,64.36,stable,5
STU03682,Ananya Iyer,Electrical,7,Female,31.0,83.83,improving,4
STU03683,Nisha Menon,Computer Science,7,Female,4.2,56.93,stable,5
STU03684,Pooja Rao,Electrical,8,Female,37.7,79.62,improving,4
STU03685,Diya Iyer,Computer Science,7,Female,6.2,73.27,stable,5
STU03686,Shreya Verma,Information Technology,7,Female,22.6,80.54,stable,5
STU03687,Nikhil Reddy,Computer Science,4,Male,1.9,84.94,stable,4
STU03688,Ishaan Desai,Civil,6,Male,15.4,55.07,stable,5
STU03689,Nikhil Singh,Information Technology,2,Male,18.6,81.22,improving,4
STU03690,Meera Menon,Mechanical,5,Female,9.4,50.45,improving,5
STU03691,Neha Sharma,Civil,8,Female,25.9,81.39,stable,4
STU03692,Kavya Singh,Civil,1,Female,3.0,88.67,stable,5
STU03693,Anika Verma,Electrical,1,Female,6.6,48.39,stable,4
STU03694,Aryan Kumar,Mechanical,3,Male,4.5,96.8,stable,5
STU03695,Arjun Kapoor,Mechanical,4,Male,20.2,73.1,declining,5
STU03696,Nisha Menon,Electronics,8,Female,7.9,76.48,stable,4
STU03697,Kabir Gupta,Electrical,1,Male,6.5,79.39,improving,5
STU03698,Anika Sharma,Electrical,7,Female,8.1,87.74,declining,4
STU03699,Sneha Sharma,Information Technology,2,Female,1.2,84.71,improving,5
STU03700,Ananya Menon,Mechanical,6,Female,9.3,83.95,stable,4
STU03701,Pooja Pillai,Civil,1,Female,14.0,85.29,stable,4
STU03702,Vihaan Nair,Electrical,2,Male,5.9,62.16,stable,4
STU03703,Riya Singh,Information Technology,7,Female,24.5,76.52,stable,5
STU03704,Nisha Patel,Electrical,3,Female,14.2,88.87,stable,4
STU03705,Tanya Sharma,Information Technology,5,Female,3.8,63.08,declining,5
STU03706,Vihaan Iyer,Information Technology,2,Male,9.1,63.26,stable,5
STU03707,Neha Reddy,Civil,2,Female,2.9,72.2,declining,4
STU03708,Arjun Patel,Electrical,7,Male,10.2,93.9,declining,4
STU03709,Divya Rao,Mechanical,1,Female,0.7,93.35,improving,5
STU03710,Radhika Joshi,Civil,8,Female,3.0,97.35,declining,5
STU03711,Varun Chatterjee,Information Technology,5,Male,18.8,62.8,improving,5
STU03712,Priya Kapoor,Civil,4,Female,3.1,68.96,declining,5
STU03713,Manav Desai,Electrical,3,Male,21.2,72.02,stable,4
STU03714,Anika Kapoor,Information Technology,7,Female,3.2,65.95,stable,5
STU03715,Yash Chatterjee,Computer Science,4,Male,9.3,86.13,stable,4
STU03716,Radhika Chatterjee,Computer Science,3,Female,11.3,94.07,declining,5
STU03717,Riya Joshi,Civil,6,Female,18.2,84.05,stable,5
STU03718,Aditya Kapoor,Mechanical,2,Male,10.0,73.14,improving,5
STU03719,Aryan Pillai,Civil,5,Male,5.1,85.7,declining,4
STU03720,Nikhil Rao,Electrical,6,Male,15.3,62.36,improving,4
STU03721,Rohan Patel,Information Technology,4,Male,7.6,87.43,stable,5
STU03722,Nikhil Kumar,Electrical,1,Male,21.4,41.42,improving,4
STU03723,Rahul Chatterjee,Electronics,8,Male,4.8,49.83,improving,5
STU03724,Priya Menon,Information Technology,7,Female,9.1,69.55,improving,5
STU03725,Pooja Chatterjee,Electronics,5,Female,4.7,58.24,stable,5
STU03726,Shreya Kapoor,Information Technology,1,Female,16.9,52.83,stable,4
STU03727,Dev Desai,Electronics,3,Male,14.6,66.84,stable,4
STU03728,Nikhil Nair,Electronics,1,Male,24.7,77.02,declining,5
STU03729,Nikhil Joshi,Computer Science,1,Male,11.0,76.35,improving,5
STU03730,Vihaan Kapoor,Electronics,4,Male,10.4,73.73,declining,4
STU03731,Karthik Pillai,Computer Science,4,Male,13.9,69.64,improving,4
STU03732,Arjun Pillai,Civil,3,Male,11.5,78.28,improving,4
STU03733,Sai Singh,Electrical,1,Male,19.4,75.38,stable,5
STU03734,Neha Singh,Mechanical,7,Female,20.7,70.37,stable,4
STU03735,Yash Iyer,Information Technology,7,Male,14.9,83.99,improving,5
STU03736,Varun Desai,Electrical,5,Male,19.5,74.18,stable,5
STU03737,Arjun Gupta,Mechanical,1,Male,13.7,65.4,declining,5
STU03738,Sai Joshi,Information Technology,6,Male,10.9,55.7,stable,5
STU03739,Manav Kapoor,Electrical,8,Male,10.9,92.39,stable,5
STU03740,Shreya Rao,Computer Science,8,Female,16.1,84.45,stable,4
STU03741,Rahul Nair,Electrical,4,Male,6.6,47.04,declining,4
STU03742,Sneha Nair,Civil,7,Female,4.8,74.31,improving,4
STU03743,Aarav Chatterjee,Electronics,1,Male,15.2,64.22,stable,4
STU03744,Aryan Kumar,Computer Science,8,Male,11.1,81.42,improving,4
STU03745,Ananya Verma,Civil,3,Female,9.4,85.45,stable,5
STU03746,Diya Joshi,Mechanical,6,Female,3.7,67.49,improving,5
STU03747,Arjun Gupta,Electronics,8,Male,10.9,88.49,improving,5
STU03748,Dev Pillai,Information Technology,6,Male,8.5,88.81,stable,5
STU03749,Shreya Gupta,Electrical,2,Female,14.2,93.07,stable,4
STU03750,Nikhil Nair,Mechanical,7,Male,33.1,75.28,declining,4
STU03751,Divya Verma,Computer Science,8,Female,26.3,79.45,improving,4
STU03752,Varun Kumar,Civil,7,Male,13.7,93.12,stable,4
STU03753,Aryan Rao,Electrical,1,Male,4.8,81.32,stable,4
STU03754,Rohan Kapoor,Electrical,1,Male,3.0,91.56,declining,5
STU03755,Rahul Rao,Computer Science,6,Male,13.4,86.47,declining,5
STU03756,Ishaan Reddy,Computer Science,8,Male,6.2,88.55,stable,5
STU03757,Sai Gupta,Electrical,6,Male,9.2,72.83,stable,4
STU03758,Isha Gupta,Civil,4,Female,8.4,66.3,stable,5
STU03759,Ananya Pillai,Civil,7,Female,30.2,58.23,declining,5
STU03760,Arjun Iyer,Civil,6,Male,7.3,58.05,stable,5
STU03761,Priya Desai,Computer Science,6,Female,21.1,83.52,stable,5
STU03762,Sneha Reddy,Electrical,3,Female,1.6,92.71,declining,4
STU03763,Aditya Verma,Information Technology,1,Male,19.5,84.34,stable,5
STU03764,Ishaan Nair,Electrical,6,Male,16.0,83.42,improving,4
STU03765,Shreya Sharma,Information Technology,2,Female,11.9,88.86,stable,4
STU03766,Riya Kapoor,Information Technology,5,Female,2.5,85.65,improving,4
STU03767,Divya Kumar,Information Technology,8,Female,10.0,80.21,stable,5
STU03768,Arjun Reddy,Information Technology,1,Male,5.2,90.16,stable,5
STU03769,Arjun Patel,Mechanical,2,Male,5.3,85.28,improving,5
STU03770,Kabir Patel,Electronics,4,Male,9.2,71.73,stable,5
STU03771,Neha Desai,Mechanical,2,Female,9.8,95.7,stable,5
STU03772,Ishaan Desai,Mechanical,7,Male,38.9,86.06,improving,4
STU03773,Riya Patel,Computer Science,5,Female,13.4,45.39,stable,4
STU03774,Rahul Chatterjee,Information Technology,7,Male,8.7,65.13,improving,5
STU03775,Sneha Kapoor,Computer Science,2,Female,11.9,84.69,stable,4
STU03776,Ishaan Rao,Civil,6,Male,6.7,90.1,stable,4
STU03777,Sneha Joshi,Electronics,1,Female,22.3,69.83,improving,5
STU03778,Nikhil Verma,Computer Science,1,Male,23.5,76.64,declining,4
STU03779,Aryan Kapoor,Electrical,7,Male,1.3,77.9,stable,5
STU03780,Diya Desai,Computer Science,5,Female,7.6,83.05,declining,4
STU03781,Rahul Verma,Computer Science,3,Male,10.4,73.23,stable,4
STU03782,Sai Chatterjee,Civil,8,Male,2.5,67.78,declining,5
STU03783,Kabir Pillai,Information Technology,4,Male,3.2,57.98,stable,4
STU03784,Riya Nair,Information Technology,8,Female,2.6,47.95,stable,4
STU03785,Ishaan Kumar,Civil,8,Male,15.2,39.93,stable,5
STU03786,Varun Pillai,Mechanical,3,Male,13.6,87.35,stable,4
STU03787,Arjun Desai,Electronics,2,Male,2.9,58.33,stable,5
STU03788,Tanya Iyer,Electronics,2,Female,24.4,55.13,stable,5
STU03789,Radhika Reddy,Electronics,5,Female,20.1,77.21,stable,5
STU03790,Nikhil Joshi,Mechanical,3,Male,10.7,96.1,stable,4
STU03791,Aarav Nair,Electronics,1,Male,14.1,67.38,stable,5
STU03792,Rahul Reddy,Computer Science,7,Male,5.9,85.98,stable,4
STU03793,Aarav Sharma,Electronics,5,Male,13.1,72.66,stable,5
STU03794,Dev Iyer,Mechanical,5,Male,8.4,59.61,stable,4
STU03795,Vihaan Kumar,Electrical,8,Male,20.2,39.88,declining,4
STU03796,Vihaan Patel,Electronics,2,Male,6.0,64.78,improving,5
STU03797,Karthik Patel,Information Technology,2,Male,27.4,70.54,improving,5
STU03798,Sai Kapoor,Civil,8,Male,6.7,71.03,stable,4
STU03799,Neha Menon,Electrical,4,Female,5.1,77.18,improving,4
STU03800,Ananya Gupta,Mechanical,8,Female,29.9,80.15,stable,4
STU03801,Rohan Sharma,Electrical,1,Male,17.7,43.15,improving,4
STU03802,Isha Nair,Mechanical,3,Female,19.3,61.21,stable,5
STU03803,Diya Gupta,Electronics,4,Female,5.1,62.81,declining,5
STU03804,Tanya Iyer,Civil,1,Female,27.4,86.69,stable,5
STU03805,Isha Sharma,Civil,4,Female,12.4,71.75,improving,4
STU03806,Ananya Iyer,Electrical,3,Female,8.1,59.75,declining,4
STU03807,Sai Patel,Mechanical,2,Male,4.2,75.3,declining,4
STU03808,Aryan Patel,Computer Science,4,Male,8.2,95.89,stable,5
STU03809,Nikhil Pillai,Information Technology,7,Male,6.5,85.18,stable,5
STU03810,Kabir Kapoor,Computer Science,2,Male,13.8,77.36,improving,4
STU03811,Yash Singh,Electrical,3,Male,30.9,52.38,improving,5
STU03812,Divya Iyer,Electronics,4,Female,15.1,46.54,stable,5
STU03813,Radhika Singh,Mechanical,3,Female,6.0,95.1,stable,5
STU03814,Arjun Sharma,Information Technology,8,Male,3.7,75.01,stable,4
STU03815,Pooja Menon,Civil,8,Female,25.5,59.61,stable,4
STU03816,Isha Menon,Electronics,7,Female,22.1,88.67,stable,5
STU03817,Manav Menon,Electronics,8,Male,17.0,63.62,stable,4
STU03818,Vihaan Gupta,Civil,1,Male,7.4,89.28,declining,5
STU03819,Priya Patel,Electronics,7,Female,5.0,81.7,stable,5
STU03820,Shreya Chatterjee,Electronics,5,Female,9.4,92.79,stable,5
STU03821,Rahul Kapoor,Electrical,4,Male,4.5,52.54,improving,5
STU03822,Aditya Patel,Electrical,8,Male,8.1,41.54,improving,4
STU03823,Diya Kumar,Electrical,5,Female,14.3,59.26,declining,4
STU03824,Karthik Sharma,Information Technology,1,Male,23.8,61.27,improving,4
STU03825,Karthik Joshi,Civil,8,Male,11.7,96.37,improving,5
STU03826,Ishaan Kumar,Civil,6,Male,1.8,58.65,improving,5
STU03827,Kabir Gupta,Computer Science,7,Male,15.5,92.22,declining,4
STU03828,Rohan Reddy,Electrical,5,Male,13.3,40.08,declining,5
STU03829,Shreya Pillai,Civil,7,Female,14.1,68.32,stable,4
STU03830,Neha Singh,Computer Science,3,Female,17.1,65.45,declining,4
STU03831,Anika Rao,Electronics,3,Female,6.9,77.03,stable,4
STU03832,Aditya Singh,Electrical,2,Male,20.0,74.63,improving,4
STU03833,Aryan Menon,Computer Science,8,Male,6.3,87.62,improving,5
STU03834,Anika Rao,Computer Science,2,Female,6.0,54.32,stable,5
STU03835,Kabir Gupta,Civil,2,Male,6.4,82.08,improving,5
STU03836,Diya Rao,Electronics,1,Female,24.0,58.51,stable,5
STU03837,Pooja Patel,Computer Science,6,Female,7.7,90.11,declining,4
STU03838,Nisha Sharma,Computer Science,8,Female,11.1,45.74,stable,4
STU03839,Aryan Kapoor,Computer Science,3,Male,12.9,86.81,stable,5
STU03840,Aditya Gupta,Electrical,2,Male,9.5,72.55,improving,4
STU03841,Ishaan Patel,Computer Science,1,Male,1.6,84.8,improving,4
STU03842,Dev Patel,Information Technology,2,Male,11.3,83.05,declining,5
STU03843,Tanya Patel,Computer Science,4,Female,7.9,41.75,stable,5
STU03844,Diya Singh,Information Technology,1,Female,29.3,77.61,stable,5
STU03845,Aarav Desai,Computer Science,2,Male,6.8,79.79,stable,5
STU03846,Yash Kumar,Computer Science,4,Male,21.3,70.1,stable,5
STU03847,Ishaan Joshi,Electrical,4,Male,21.5,51.72,improving,4
STU03848,Rahul Joshi,Civil,6,Male,7.4,79.61,stable,4
STU03849,Karthik Nair,Civil,4,Male,6.8,63.26,improving,4
STU03850,Vihaan Gupta,Electronics,5,Male,10.1,70.79,improving,5
STU03851,Karthik Menon,Computer Science,2,Male,11.5,81.15,stable,4
STU03852,Tanya Gupta,Computer Science,8,Female,11.3,63.74,stable,4
STU03853,Manav Reddy,Electrical,7,Male,11.1,77.93,stable,5
STU03854,Divya Menon,Civil,6,Female,4.0,83.42,improving,5
STU03855,Sai Singh,Information Technology,3,Male,21.8,66.83,stable,5
STU03856,Isha Nair,Electronics,2,Female,10.0,52.08,stable,5
STU03857,Aditya Kapoor,Computer Science,2,Male,8.8,79.76,improving,5
STU03858,Rohan Rao,Information Technology,7,Male,9.3,71.5,declining,5
STU03859,Rahul Joshi,Electronics,2,Male,9.0,90.3,improving,4
STU03860,Riya Verma,Computer Science,2,Female,3.7,77.61,stable,5
STU03861,Ananya Rao,Mechanical,8,Female,9.0,71.02,stable,4
STU03862,Shreya Sharma,Information Technology,2,Female,9.8,87.57,improving,4
STU03863,Yash Patel,Computer Science,6,Male,8.2,83.71,stable,5
STU03864,Ananya Reddy,Electronics,4,Female,6.1,81.92,stable,5
STU03865,Kavya Desai,Mechanical,5,Female,3.9,81.75,stable,4
STU03866,Karthik Reddy,Computer Science,1,Male,7.7,71.38,stable,4
STU03867,Isha Singh,Electronics,2,Female,14.1,82.34,stable,5
STU03868,Aarav Gupta,Electronics,5,Male,19.8,53.0,improving,4
STU03869,Rohan Singh,Electrical,8,Male,14.9,78.09,stable,5
STU03870,Rahul Rao,Civil,1,Male,6.7,71.45,stable,5
STU03871,Priya Reddy,Information Technology,6,Female,19.6,71.36,stable,5
STU03872,Dev Nair,Computer Science,8,Male,7.3,89.56,declining,4
STU03873,Priya Verma,Electronics,6,Female,9.1,79.4,declining,5
STU03874,Divya Verma,Civil,2,Female,9.9,83.06,improving,5
STU03875,Nikhil Desai,Electronics,5,Male,4.1,88.17,declining,5
STU03876,Rahul Menon,Information Technology,3,Male,16.7,75.09,stable,4
STU03877,Kavya Sharma,Electrical,4,Female,23.8,83.4,declining,5
STU03878,Priya Desai,Mechanical,1,Female,6.5,76.06,stable,4
STU03879,Rohan Sharma,Civil,6,Male,10.6,74.38,stable,4
STU03880,Dev Menon,Computer Science,1,Male,7.5,73.05,stable,5
STU03881,Meera Joshi,Mechanical,6,Female,3.9,78.81,declining,5
STU03882,Karthik Pillai,Electronics,7,Male,3.0,76.54,improving,4
STU03883,Sai Joshi,Electronics,5,Male,3.6,84.38,improving,4
STU03884,Yash Rao,Civil,5,Male,4.2,55.79,declining,5
STU03885,Kabir Desai,Mechanical,6,Male,13.2,57.71,improving,4
STU03886,Arjun Sharma,Electrical,4,Male,7.2,89.06,stable,4
STU03887,Nikhil Desai,Electrical,6,Male,8.2,62.56,declining,5
STU03888,Diya Chatterjee,Electrical,7,Female,6.6,82.7,declining,4
STU03889,Divya Pillai,Computer Science,4,Female,19.2,68.05,improving,5
STU03890,Aditya Gupta,Electronics,5,Male,17.7,63.92,stable,4
STU03891,Karthik Iyer,Computer Science,7,Male,7.5,90.62,declining,5
STU03892,Dev Patel,Civil,2,Male,8.9,73.97,stable,4
STU03893,Sneha Kumar,Computer Science,4,Female,6.9,79.54,stable,5
STU03894,Pooja Kumar,Mechanical,8,Female,5.7,56.5,declining,5
STU03895,Divya Pillai,Civil,3,Female,5.5,52.91,declining,5
STU03896,Manav Singh,Information Technology,6,Male,10.3,76.82,improving,5
STU03897,Pooja Gupta,Civil,6,Female,5.9,54.38,declining,4
STU03898,Ananya Menon,Information Technology,2,Female,10.7,66.0,stable,5
STU03899,Divya Iyer,Civil,6,Female,8.4,93.11,improving,5
STU03900,Tanya Nair,Electronics,3,Female,24.6,88.36,stable,4
STU03901,Aditya Iyer,Civil,1,Male,7.4,60.44,improving,4
STU03902,Varun Kapoor,Computer Science,6,Male,9.1,90.75,stable,4
STU03903,Aryan Joshi,Electronics,4,Male,12.2,56.41,stable,4
STU03904,Arjun Kumar,Electrical,7,Male,27.1,66.0,stable,5
STU03905,Diya Reddy,Electrical,6,Female,12.4,86.64,stable,4
STU03906,Karthik Patel,Electronics,4,Male,21.0,85.47,declining,4
STU03907,Diya Chatterjee,Electrical,2,Female,13.4,74.49,stable,4
STU03908,Sai Pillai,Civil,7,Male,0.8,78.73,declining,5
STU03909,Karthik Kumar,Electronics,4,Male,10.8,85.19,improving,4
STU03910,Varun Chatterjee,Information Technology,5,Male,3.2,47.75,stable,5
STU03911,Rohan Kumar,Information Technology,1,Male,14.6,73.29,stable,4
STU03912,Aarav Rao,Electronics,6,Male,5.3,65.56,improving,4
STU03913,Divya Chatterjee,Information Technology,5,Female,15.0,84.39,declining,4
STU03914,Kabir Menon,Civil,3,Male,14.1,85.98,declining,4
STU03915,Tanya Menon,Electrical,1,Female,24.7,71.96,stable,5
STU03916,Rohan Gupta,Electronics,1,Male,6.2,75.89,improving,4
STU03917,Riya Kumar,Computer Science,5,Female,2.8,97.42,stable,4
STU03918,Radhika Kumar,Computer Science,7,Female,16.5,75.27,stable,5
STU03919,Aditya Patel,Computer Science,7,Male,10.1,60.51,declining,4
STU03920,Aryan Menon,Electrical,6,Male,15.1,59.61,declining,4
STU03921,Sneha Nair,Electronics,3,Female,41.9,56.82,declining,5
STU03922,Divya Chatterjee,Civil,6,Female,7.3,83.69,stable,5
STU03923,Priya Reddy,Information Technology,5,Female,24.3,58.99,stable,5
STU03924,Kabir Pillai,Electronics,7,Male,11.8,78.43,improving,4
STU03925,Vihaan Nair,Computer Science,7,Male,6.9,93.11,improving,4
STU03926,Ishaan Kumar,Civil,6,Male,45.0,72.35,stable,5
STU03927,Arjun Kumar,Information Technology,6,Male,31.0,55.03,declining,5
STU03928,Varun Chatterjee,Electronics,3,Male,5.7,89.61,stable,5
STU03929,Vihaan Iyer,Mechanical,6,Male,21.3,75.18,improving,5
STU03930,Vihaan Pillai,Electronics,5,Male,9.1,68.75,stable,4
STU03931,Neha Kumar,Mechanical,2,Female,18.0,72.88,improving,5
STU03932,Shreya Singh,Information Technology,6,Female,10.9,80.25,improving,4
STU03933,Arjun Kumar,Information Technology,8,Male,7.3,56.55,stable,5
STU03934,Pooja Sharma,Mechanical,1,Female,26.5,75.51,declining,5
STU03935,Nikhil Rao,Computer Science,6,Male,3.7,66.93,stable,5
STU03936,Diya Gupta,Electronics,5,Female,10.7,90.09,declining,5
STU03937,Sneha Reddy,Information Technology,5,Female,13.3,91.96,stable,5
STU03938,Isha Patel,Mechanical,1,Female,2.1,85.62,improving,5
STU03939,Riya Rao,Electrical,8,Female,13.0,62.29,declining,5
STU03940,Aryan Verma,Mechanical,3,Male,10.1,74.45,stable,5
STU03941,Meera Verma,Information Technology,6,Female,8.9,85.58,declining,5
STU03942,Radhika Iyer,Information Technology,4,Female,10.0,74.84,stable,5
STU03943,Dev Nair,Electrical,7,Male,8.8,72.29,stable,5
STU03944,Meera Singh,Electrical,8,Female,14.5,89.98,stable,4
STU03945,Divya Iyer,Computer Science,8,Female,30.7,50.04,stable,5
STU03946,Arjun Pillai,Civil,5,Male,1.7,71.79,stable,4
STU03947,Ishaan Nair,Electronics,3,Male,9.1,52.24,declining,4
STU03948,Varun Verma,Electronics,1,Male,4.8,80.3,declining,5
STU03949,Dev Pillai,Electrical,3,Male,35.5,80.81,declining,4
STU03950,Divya Gupta,Electronics,5,Female,20.1,77.34,improving,4
STU03951,Vihaan Menon,Electrical,6,Male,13.5,81.84,improving,4
STU03952,Ishaan Desai,Mechanical,3,Male,9.3,87.28,stable,4
STU03953,Rahul Desai,Mechanical,8,Male,0.5,66.24,declining,4
STU03954,Aryan Joshi,Computer Science,3,Male,9.6,85.32,stable,5
STU03955,Diya Verma,Computer Science,2,Female,0.7,64.94,declining,5
STU03956,Aarav Singh,Information Technology,5,Male,13.9,74.14,stable,5
STU03957,Arjun Desai,Civil,7,Male,10.4,90.99,improving,5
STU03958,Rohan Desai,Electronics,4,Male,8.0,73.7,declining,4
STU03959,Neha Verma,Electrical,4,Female,5.5,97.34,improving,5
STU03960,Aarav Menon,Computer Science,8,Male,9.0,53.89,improving,4
STU03961,Ishaan Reddy,Electronics,5,Male,5.1,71.24,stable,4
STU03962,Tanya Iyer,Electronics,2,Female,21.9,72.03,declining,4
STU03963,Priya Joshi,Mechanical,7,Female,7.8,85.56,stable,5
STU03964,Manav Gupta,Information Technology,6,Male,27.0,88.32,stable,5
STU03965,Yash Reddy,Information Technology,5,Male,14.4,72.97,improving,4
STU03966,Meera Verma,Electrical,7,Female,17.8,88.74,declining,4
STU03967,Riya Rao,Mechanical,2,Female,8.1,96.33,stable,4
STU03968,Neha Iyer,Computer Science,4,Female,11.7,90.66,declining,5
STU03969,Arjun Menon,Computer Science,6,Male,41.0,69.25,stable,5
STU03970,Vihaan Iyer,Computer Science,3,Male,8.8,75.62,stable,5
STU03971,Neha Desai,Information Technology,3,Female,6.2,86.85,stable,5
STU03972,Anika Iyer,Mechanical,7,Female,2.3,65.5,stable,4
STU03973,Nisha Kumar,Mechanical,5,Female,15.4,39.76,stable,5
STU03974,Pooja Nair,Information Technology,5,Female,21.4,82.39,improving,4
STU03975,Nikhil Verma,Computer Science,8,Male,19.2,69.81,stable,4
STU03976,Neha Nair,Electronics,1,Female,18.1,78.21,stable,4
STU03977,Yash Sharma,Electronics,7,Male,8.2,68.14,improving,4
STU03978,Neha Iyer,Electrical,5,Female,18.8,69.91,stable,5
STU03979,Neha Rao,Mechanical,7,Female,4.8,68.62,stable,5
STU03980,Nisha Patel,Computer Science,7,Female,6.8,77.87,stable,4
STU03981,Ishaan Verma,Mechanical,2,Male,9.2,72.88,stable,4
STU03982,Anika Rao,Civil,2,Female,8.4,72.16,improving,5
STU03983,Aarav Singh,Civil,7,Male,4.4,68.02,stable,5
STU03984,Kavya Nair,Computer Science,4,Female,11.8,48.98,stable,4
STU03985,Ananya Reddy,Information Technology,1,Female,7.8,81.9,stable,5
STU03986,Kavya Verma,Civil,5,Female,2.7,70.79,improving,4
STU03987,Aditya Nair,Electronics,1,Male,10.0,74.34,stable,4
STU03988,Rohan Rao,Civil,6,Male,2.1,66.09,stable,4
STU03989,Diya Desai,Civil,3,Female,6.9,73.86,stable,5
STU03990,Sneha Desai,Computer Science,3,Female,23.5,50.42,improving,4
STU03991,Radhika Desai,Information Technology,8,Female,18.2,79.49,declining,5
STU03992,Tanya Menon,Information Technology,8,Female,12.7,78.13,stable,5
STU03993,Pooja Verma,Civil,8,Female,10.0,88.85,stable,5
STU03994,Dev Reddy,Electrical,2,Male,8.1,72.43,stable,4
STU03995,Ananya Nair,Information Technology,2,Female,7.5,75.03,declining,5
STU03996,Kavya Sharma,Information Technology,1,Female,18.4,68.76,stable,5
STU03997,Neha Verma,Electrical,2,Female,7.1,78.66,stable,4
STU03998,Dev Rao,Information Technology,4,Male,37.1,77.33,stable,5
STU03999,Varun Reddy,Civil,8,Male,15.7,70.85,stable,4
STU04000,Rohan Iyer,Computer Science,3,Male,45.0,69.89,improving,4
STU04001,Neha Joshi,Civil,1,Female,30.5,57.12,stable,5
STU04002,Kabir Reddy,Civil,7,Male,20.3,86.24,stable,4
STU04003,Manav Chatterjee,Computer Science,3,Male,30.4,75.74,improving,5
STU04004,Aditya Nair,Electronics,3,Male,4.8,90.59,declining,4
STU04005,Kabir Kumar,Civil,1,Male,4.2,71.34,declining,4
STU04006,Nikhil Iyer,Mechanical,1,Male,20.0,61.7,improving,4
STU04007,Vihaan Rao,Computer Science,6,Male,13.8,43.68,stable,4
STU04008,Aryan Iyer,Mechanical,7,Male,15.7,61.52,declining,5
STU04009,Riya Iyer,Electrical,8,Female,29.1,68.89,stable,4
STU04010,Arjun Singh,Civil,1,Male,11.4,88.4,stable,4
STU04011,Isha Gupta,Information Technology,7,Female,2.1,62.63,declining,4
STU04012,Nisha Iyer,Mechanical,3,Female,14.1,81.28,stable,5
STU04013,Kavya Pillai,Electrical,6,Female,14.3,75.03,improving,4
STU04014,Karthik Sharma,Electronics,7,Male,13.6,46.56,stable,4
STU04015,Aditya Singh,Mechanical,5,Male,4.0,79.73,stable,5
STU04016,Kabir Kumar,Computer Science,8,Male,4.5,71.63,improving,5
STU04017,Neha Gupta,Information Technology,2,Female,10.3,77.91,declining,5
STU04018,Aryan Rao,Information Technology,3,Male,4.9,45.22,improving,5
STU04019,Manav Verma,Civil,8,Male,6.4,83.13,improving,5
STU04020,Meera Joshi,Mechanical,7,Female,19.4,70.54,stable,4
STU04021,Radhika Nair,Information Technology,2,Female,6.2,60.01,declining,5
STU04022,Manav Nair,Civil,7,Male,25.9,88.97,stable,5
STU04023,Riya Reddy,Electronics,2,Female,4.7,73.96,declining,4
STU04024,Aditya Pillai,Electronics,5,Male,20.0,65.08,stable,4
